Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS
1986,WSB,Dudley Bradley,28,70,842,10.2,0.417,0.325,0.268,3.1,9.1,6.1,17,4.9,0.2,15.8,13.8,1
1986,LAC,Jamaal Wilkes,32,13,195,10.2,0.488,0.046,0.415,7.3,9.2,8.2,10.6,1.7,0.6,17.2,19.1,0
1987,DET,Rick Mahorn,28,63,1278,10.2,0.514,0,0.363,8.1,23.1,15.8,3.8,1.2,2.3,16.4,14.1,2.5
1987,LAC,Tim Kempton,23,66,936,10.2,0.543,0.005,0.665,7.6,15.8,11.4,7.7,1.9,0.7,15.5,13.4,1.3
1987,GSW,Perry Moss,28,64,698,10.2,0.489,0.068,0.333,4.5,10.5,7.4,16.9,2.8,0.2,19.4,17,0.4
1987,LAL,Frank Brickowski,27,37,404,10.2,0.609,0,0.628,11.8,14.7,13.4,3.6,1.6,0.6,17.2,14.6,1.1
1987,SAS,Frank Brickowski,27,7,83,10.2,0.431,0.133,0.367,10.2,15.2,12.6,7.8,3.4,1.4,16.7,20.2,0
1987,IND,Clark Kellogg,25,4,60,10.2,0.421,0.091,0.182,12.5,7.4,10,13.6,4,0,14.4,19.3,0.1
1988,GSW,Tellis Frank,22,78,1597,10.2,0.483,0.002,0.366,6.4,16.8,11.5,9.6,1.6,0.8,14.2,19.4,0.6
1988,NJN,Dennis Hopson,22,61,1365,10.2,0.468,0.082,0.322,5.2,7,6.1,13.3,2,1.1,16,23.1,-0.3
1988,BOS,Artis Gilmore,38,47,521,10.2,0.581,0,0.901,13.1,20,16.8,2.9,0.9,2,21.7,14.8,0.8
1988,LAC,Steve Burtt,25,19,312,10.2,0.508,0.029,0.5,2,7.4,4.6,20.1,1.5,0.9,19.2,27.2,-0.1
1989,NYK,Eddie Lee Wilkins,26,71,584,10.2,0.492,0.004,0.453,13.4,14.8,14.1,1.6,0.8,1.6,16,23.2,0.3
1990,CHH,J.R. Reid,21,82,2757,10.2,0.482,0.006,0.355,7.7,21.5,14.2,5.3,1.6,1.2,15.5,17.2,1.1
1990,LAL,Larry Drew,31,80,1333,10.2,0.511,0.211,0.157,1.1,7.1,4.2,22.1,1.8,0.2,18.8,16.2,1.4
1990,CHH,Stuart Gray,26,39,466,10.2,0.509,0.024,0.476,8.7,24.1,16,4.9,1.3,3.1,16.1,10.8,0.7
1990,LAL,Jay Vincent,30,24,200,10.2,0.54,0.013,0.154,4.2,10.5,7.4,7.6,2,0.9,18.6,21.8,0.1
1990,CHH,Andre Turner,25,8,84,10.2,0.411,0.04,0.16,1.3,2.9,2,33,4.1,0,23,17.6,-0.1
1991,CHI,Stacey King,24,76,1198,10.2,0.523,0.006,0.455,7.2,13.2,10.2,6.9,1,2.2,18.5,17.6,1.5
1992,MIA,Alec Kessler,25,77,1197,10.2,0.473,0,0.3,10.5,18.9,14.6,4.1,0.7,1.6,11.8,17.2,1.2
1992,SAS,Tom Garrick,25,19,374,10.2,0.49,0.011,0.172,2.4,9.6,6,22.9,2.8,0.2,23.1,14.7,0.4
1992,POR,Wayne Cooper,35,35,344,10.2,0.443,0,0.134,12.1,20,16,7.9,0.6,4.9,14.7,12.1,0.7
1992,DEN,Kevin Brooks,22,37,270,10.2,0.494,0.113,0.216,4.9,11,7.8,6.1,1.4,0.5,14.5,18.7,0.1
1992,IND,Jerome Lane,25,3,30,10.2,0.393,0,1.2,35.1,31.5,33.2,17.2,0,0,28.2,14.9,0
1993,MIL,Anthony Avent,23,82,2285,10.2,0.459,0.002,0.214,9,17,12.9,5.9,1.2,2.1,13.8,19.1,0.3
1994,MIN,Chris Smith,23,80,1617,10.2,0.488,0.092,0.333,1.1,7.6,4.4,27.4,1.2,0.7,17.2,15.8,0.9
1994,DAL,Derek Harper,32,28,893,10.2,0.446,0.307,0.146,1.2,6.1,3.5,17.5,2.6,0.3,12.9,19.8,0
1994,WSB,Ron Anderson,35,10,180,10.2,0.543,0.326,0.256,5.1,12.6,8.8,8.7,0.8,0.3,15.8,13.6,0.1
1994,PHI,Manute Bol,31,4,49,10.2,0.429,0,0,4.5,9,6.7,0,2,11.1,0,6.2,0.1
1995,NJN,Rex Walters,24,80,1435,10.2,0.532,0.418,0.111,1.4,5.7,3.5,14.2,1.3,0.8,12.6,17.2,1.6
1995,MIL,Alton Lister,36,60,776,10.2,0.507,0.007,0.522,10.1,27,18.3,2.3,1.1,5.5,18.7,11.6,1
1996,ORL,Brian Shaw,29,75,1679,10.2,0.463,0.296,0.235,4.1,11.3,7.8,28.7,1.8,0.5,24.4,19.1,0.6
1996,IND,Haywoode Workman,30,77,1164,10.2,0.479,0.274,0.282,3,10.1,6.7,27.4,3,0.3,24.2,15.2,1.4
1996,NYK,Brad Lohaus,31,23,325,10.2,0.563,0.722,0.025,0.8,10.3,5.6,12.6,1.3,2.4,12.1,13,0.7
1997,VAN,Lee Mayberry,26,80,1952,10.2,0.525,0.597,0.124,1.7,6.3,4,26.5,1.7,0.3,18.7,11.4,1.6
1997,ATL,Henry James,31,53,945,10.2,0.553,0.592,0.118,3.5,6.7,5.1,3.8,0.6,0.1,8.3,17.5,2
1997,HOU,Sam Mack,26,52,904,10.2,0.521,0.542,0.16,2.7,10.5,6.8,9.9,1.7,0.5,13,16.2,1.3
1997,NJN,Ed O'Bannon,24,45,634,10.2,0.435,0.29,0.111,6.6,12.9,9.6,6.9,2,1.2,6.1,15.5,0.7
1997,PHO,Loren Meyer,24,35,449,10.2,0.498,0.03,0.313,10.2,14.7,12.5,4.3,0.6,2,15.6,22.4,0.1
1997,MIL,David Wood,32,46,240,10.2,0.621,0.395,0.474,2.6,11.2,6.9,8.1,1.6,1.9,11.6,10,0.5
1997,PHO,Dexter Boney,26,8,48,10.2,0.422,0.316,0.421,7.3,7.2,7.3,0,2.1,1.5,4.3,22.1,0
1998,PHO,Mark Bryant,32,70,1110,10.2,0.545,0.004,0.422,9.9,15.6,12.8,6,1.7,1,17.9,13.3,2.5
1998,SAC,Bobby Hurley,26,34,417,10.2,0.488,0.13,0.322,1.8,7.9,4.8,30.1,1.6,0,24.2,18.5,0
1998,BOS,John Thomas,22,33,368,10.2,0.571,0,0.413,9.4,13.3,11.2,5.4,2.7,1.9,25.9,15,0.4
1999,MIA,Dan Majerle,33,48,1624,10.2,0.529,0.681,0.154,1.7,13,7.7,15.4,1.3,0.3,14.7,11.4,3.5
1999,GSW,Jason Caffey,25,35,876,10.2,0.481,0.004,0.354,9.4,15.7,12.5,3.6,1.5,0.8,19,20,0.5
1999,DET,Loy Vaught,30,37,481,10.2,0.394,0.006,0.09,9.1,28.1,18.6,4,1.7,1,9.5,17.6,0.5
1999,HOU,Eddie Johnson,39,3,18,10.2,0.462,0.077,0,0,12.2,6.5,14.1,0,0,13.3,39.2,-0.1
2000,WAS,Isaac Austin,30,59,1173,10.2,0.481,0.011,0.389,6.2,21.7,13.8,10,0.8,2.3,20.6,19.6,0
2000,SEA,Emanual Davis,31,54,701,10.2,0.458,0.468,0.173,2.3,13.4,7.8,14.9,2.8,0.5,15.7,17.7,0.5
2000,CHI,Kornel David,28,26,443,10.2,0.492,0.02,0.351,5.7,13.7,9.6,7.1,1.6,0.3,15.4,20.9,0.2
2000,VAN,Joe Stephens,27,13,181,10.2,0.389,0.157,0.078,8.5,15.3,11.9,9.8,2,1.2,10.2,14.8,0
2001,IND,Al Harrington,20,78,1892,10.2,0.479,0.013,0.289,7.4,15.2,11.4,11.8,1.8,0.7,19.5,18.8,1.2
2001,ORL,Troy Hudson,24,75,1008,10.2,0.427,0.293,0.28,4.1,7.6,5.8,25.5,1.9,0.2,18,22.4,0.1
2001,NJN,Jamie Feick,26,6,149,10.2,0.389,0,0.522,9,34.9,21.6,5.2,2.8,1.5,19.8,10.7,0.2
2002,PHI,Corie Blount,33,72,1426,10.2,0.478,0.004,0.179,12,17.2,14.6,4.9,1.9,1.4,16.1,10.4,3.1
2002,MIL,Joel Przybilla,22,71,1128,10.2,0.523,0.007,0.634,8.4,20.1,14.5,2.7,0.9,7.6,19.1,9.3,1.9
2002,SAS,Amal McCaskill,28,27,153,10.2,0.43,0,0.531,12.4,14.5,13.5,4.3,2.1,4.6,18.8,22.6,0
2003,LAL,Brian Shaw,36,72,900,10.2,0.467,0.418,0.057,2.5,12.5,7.4,17.3,1.8,1,16.8,15.9,0.6
2003,CHI,Fred Hoiberg,30,63,784,10.2,0.486,0.167,0.397,1.6,17.5,9.7,13,2.6,0.5,14.5,9.8,1.3
2003,DEN,Chris Whitney,31,29,762,10.2,0.484,0.49,0.218,0.1,7.2,3.5,29.2,1.2,0.1,16.1,19.9,0.8
2003,PHO,Jake Tsakalidis,23,33,543,10.2,0.501,0,0.43,9.3,16.2,12.7,3.7,0.6,2.3,13.9,15.4,0.9
2003,NOH,Kenny Anderson,32,23,446,10.2,0.435,0.013,0.147,3.6,8.2,5.9,29,2.2,0.6,20.8,20.6,0.1
2004,CLE,Jason Kapono,22,41,427,10.2,0.519,0.341,0.186,4.9,9.3,7.1,5.3,1.6,0.3,13.1,16.8,0.5
2005,WAS,Anthony Peeler,35,40,529,10.2,0.484,0.433,0.12,2.9,11.2,6.9,16.7,1.8,0.3,15.1,15.4,0.5
2005,MEM,Ryan Humphrey,25,35,317,10.2,0.428,0.019,0.359,19,13.9,16.5,3.3,1.7,0.2,16.2,21.2,0.1
2005,DET,Horace Jenkins,30,15,104,10.2,0.414,0.2,0.289,3.4,6.7,5.1,15.2,2.6,0.7,12.1,26.1,0
2006,TOR,Joey Graham,23,80,1581,10.2,0.564,0.21,0.321,4.2,15.1,9.4,6,1.2,0.6,16.3,16.5,1.3
2006,LAC,Shaun Livingston,20,61,1525,10.2,0.46,0.023,0.221,3.3,10.4,7,27.2,1.6,1.6,22.5,15,1.3
2006,NYK,Malik Rose,31,72,1119,10.2,0.466,0.004,0.488,9,19.2,14.1,9.7,2,1,19,17.1,0.5
2006,NYK,Trevor Ariza,20,36,709,10.2,0.459,0.021,0.527,8.3,15.3,11.7,10.4,3.2,1,20.4,14.4,0.3
2006,MIA,Gerald Fitch,23,18,239,10.2,0.424,0.292,0.258,3.6,10.9,7.4,21.5,1.5,1.6,13.1,22,0.1
2007,SAC,Kenny Thomas,29,62,1412,10.2,0.492,0.003,0.251,10.9,20.6,15.7,8.4,1.5,0.9,21.1,13.6,1.2
2007,CLE,Damon Jones,30,60,1173,10.2,0.525,0.651,0.124,0.9,5.8,3.3,12.7,0.7,0.1,8.8,15.9,2.4
2008,DET,Arron Afflalo,22,75,970,10.2,0.494,0.199,0.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,1.9
2008,BOS,P.J. Brown,38,18,209,10.2,0.406,0.024,0.39,17.6,21,19.4,6.9,1.3,3.1,17.2,12.9,0.5
2008,TOR,Primoz Brezec,28,13,110,10.2,0.508,0,0.553,9.6,9.8,9.7,1.4,0.5,1.5,7.8,22,0.2
2009,OKC,Kyle Weaver,22,56,1166,10.2,0.551,0.378,0.236,3,9.9,6.4,13.1,2.1,1.6,20.3,12.9,1.2
2009,CHA,Vladimir Radmanovic,28,32,674,10.2,0.503,0.5,0.123,5,14.2,9.6,11.2,1.5,1,16.1,22.2,0.3
2009,MIA,Luther Head,26,10,176,10.2,0.462,0.372,0.186,2,15.1,8.5,19.5,3.3,0.5,16.2,14.8,0.2
2010,MIA,Joel Anthony,27,80,1322,10.2,0.546,0,0.579,11,11.1,11.1,1.3,0.8,6.7,18.4,8.7,3.1
2010,CLE,Leon Powe,26,20,236,10.2,0.515,0,1.286,10.1,20.2,15.4,0,1.3,0.7,12.5,17.3,0.5
2010,DAL,James Singleton,28,25,211,10.2,0.443,0.344,0.094,9.4,20.4,14.9,6.3,2.7,2.5,15.3,17.1,0.2
2011,MIN,Wesley Johnson,23,79,2069,10.2,0.491,0.424,0.135,2.7,10.4,6.4,11,1.4,2,11.6,16.8,1.3
2011,UTA,Earl Watson,31,80,1567,10.2,0.5,0.349,0.267,4,10.1,7,25.7,2.1,0.9,25.3,13.4,1
2011,TOR,Sonny Weems,24,59,1413,10.2,0.492,0.119,0.183,3.2,9.8,6.4,11.6,1.2,0.1,13.4,20.3,-0.4
2011,BOS,Nate Robinson,26,55,983,10.2,0.512,0.532,0.111,2,8.7,5.6,17.4,1.6,0.3,14.8,21.7,1.1
2011,BOS,Kendrick Perkins,26,12,313,10.2,0.568,0,0.678,9.6,27.5,19.1,4.8,0.3,2.5,24.6,15.6,0.6
2011,GSW,Dan Gadzuric,32,28,297,10.2,0.419,0.011,0.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,0.1
2013,SAC,John Salmons,33,76,2278,10.2,0.509,0.436,0.18,1.6,9,5.2,14.8,1.1,0.9,11.4,14.5,1.6
2013,DAL,Jae Crowder,22,78,1353,10.2,0.491,0.523,0.199,2.9,12.3,7.7,10,2.4,1,10.9,15.1,1.5
2013,MEM,Tayshaun Prince,32,37,1174,10.2,0.461,0.122,0.11,2.9,12.9,7.8,11.6,1.2,0.8,9,15.2,1.8
2013,SAC,James Johnson,25,54,878,10.2,0.442,0.074,0.237,6.2,12.9,9.5,10.2,2.4,4.5,17.9,19.3,-0.5
2013,NYK,Ronnie Brewer,27,46,711,10.2,0.432,0.406,0.223,4.6,12.1,8.2,8.4,2.6,0.7,6.8,13.6,0.8
2013,ORL,Josh McRoberts,25,41,685,10.2,0.478,0.359,0.196,6.7,15.8,11.3,14.7,0.8,1.4,14.4,12.9,0.7
2014,IND,Ian Mahinmi,27,77,1248,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,3.3
2014,MIN,Alexey Shved,25,63,664,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,0.2
2014,DEN,JaVale McGee,26,5,79,10.2,0.455,0,0.026,13.6,9.6,11.6,4.4,0.6,6.5,17.2,25,-0.1
2015,IND,Solomon Hill,23,82,2381,10.2,0.507,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,3.5
2015,SAC,Jason Thompson,28,81,1991,10.2,0.5,0.002,0.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,2.4
2015,CHI,Tony Snell,23,72,1412,10.2,0.55,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,2.4
2015,LAL,Ronnie Price,31,43,982,10.2,0.455,0.489,0.202,2.1,5.8,3.9,24.4,3.5,0.3,17.6,13.4,0.7
2015,OKC,D.J. Augustin,27,28,677,10.2,0.503,0.516,0.194,1.1,8.4,4.8,18.5,1.2,0.1,14.8,15.1,0.9
2015,DET,Spencer Dinwiddie,21,34,455,10.2,0.394,0.385,0.201,0.9,10.9,5.7,34.9,2.2,1,15.2,21.1,0.1
2015,DAL,Greg Smith,24,42,363,10.2,0.605,0,0.796,7.8,16.1,11.9,3.4,1,2.5,14.3,9.5,0.8
2015,MIA,Josh McRoberts,27,17,296,10.2,0.613,0.358,0.245,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,0.4
2016,LAL,Tarik Black,24,4,58,10.2,0.571,0,0.857,8.7,26.5,17.2,2.9,0.8,0,20.6,17.4,0
1978,SEA,Bruce Seals,24,73,1322,10.3,0.455,,0.318,4.6,13.2,8.7,8.8,1.4,1.3,14.1,21.1,1.6
1978,WSB,Charles Johnson,28,39,807,10.3,0.44,,0.147,2.4,9,5.7,14,1.7,0.1,11.9,19.5,0.7
1978,CHI,Tom Boerwinkle,32,22,227,10.3,0.503,,0.26,6.7,21.5,14.2,26.1,0.6,1,31.8,14.5,0.2
1979,MIL,John Gianelli,28,82,2057,10.3,0.511,,0.194,6.6,15.4,11,9.1,1,1.5,15.6,12.8,3
1980,HOU,Major Jones,26,82,1545,10.3,0.498,0.008,0.276,10.2,17.2,13.6,5.6,1.5,2.4,20.3,14.1,1.3
1980,WSB,Dave Corzine,23,78,826,10.3,0.457,0,0.315,12.5,20.4,16.4,9.7,0.5,2,19.6,14.6,0.9
1980,DET,Earl Evans,24,36,381,10.3,0.495,0.129,0.3,7.1,13.6,10.3,12.9,1.6,0.1,18.5,19.6,0.1
1981,DET,Paul Mokeski,24,80,1815,10.3,0.52,0.002,0.437,8.5,18.8,13.4,10.7,1,2.4,22.7,15.7,1.7
1981,HOU,Major Jones,27,68,1003,10.3,0.503,0.004,0.401,10.6,15.5,13,5.2,0.9,1.3,16.1,14.3,1.2
1981,DEN,Kim Hughes,28,8,159,10.3,0.444,0,0.08,11.9,20.4,16,7.9,3,4.5,29.8,8.6,0.2
1981,DEN,Ronnie Valentine,23,24,123,10.3,0.395,0.02,0.194,8.1,17,12.4,8.8,2.5,1.7,13.1,36.9,-0.3
1982,LAL,Mark Landsberger,26,75,1134,10.3,0.449,0.006,0.198,16.3,22,19.3,3.3,0.4,0.3,12.1,14.2,1.7
1982,ATL,Sam Pellom,30,69,1037,10.3,0.506,0.004,0.315,9.8,15.2,12.5,3.9,1.4,2.8,16.6,14.3,1.8
1982,SEA,Mark Radford,22,43,369,10.3,0.556,0.03,0.69,4,4.5,4.3,20.9,2.1,0.3,24.4,19.4,0.4
1983,SDC,Craig Hodges,22,76,2022,10.3,0.493,0.128,0.185,2.8,4.2,3.4,18,1.9,0.1,17.5,17.7,0.8
1983,HOU,Terry Teagle,22,73,1708,10.3,0.458,0.037,0.161,4.4,8,6.1,13.5,1.5,0.6,14.2,22.7,-0.8
1983,DEN,Dave Robisch,33,61,711,10.3,0.469,0.004,0.47,4.8,16.7,10.7,8.6,0.6,0.6,12.9,18.1,0.4
1983,BOS,Scott Wedman,30,40,503,10.3,0.479,0.049,0.146,6.2,9.5,7.9,8.2,1.8,0.7,12.8,19.5,0.7
1984,ATL,Scott Hastings,23,68,1135,10.3,0.539,0.017,0.439,9.5,17.8,13.6,5.7,1.8,1.9,18.9,13.3,2.1
1984,HOU,Elvin Hayes,38,81,994,10.3,0.45,0.005,0.339,9.5,18.7,14.1,9.1,0.7,1.5,15.5,21,0.2
1985,IND,Terence Stansbury,23,74,1278,10.3,0.512,0.055,0.275,3.2,6.2,4.7,13.8,1.7,0.5,13.5,18.3,1.5
1985,DAL,Wallace Bryant,25,56,860,10.3,0.49,0,0.297,9.6,22.6,16,11.9,1.2,1.6,21.6,10.4,1.3
1985,DET,Tony Campbell,22,56,625,10.3,0.54,0.004,0.267,6.6,8.4,7.4,5.1,2,0.3,19.1,22.2,0.4
1986,PHO,Charles Pittman,27,69,1132,10.3,0.63,0,0.647,10.5,14.3,12.5,6.6,1.5,1.1,27.6,13.6,1.5
1986,HOU,Hank McDowell,26,22,204,10.3,0.613,0.024,0.595,6.3,19.8,12.9,3.5,0.2,0.8,15.9,12.1,0.4
1987,CHI,Earl Cureton,29,43,1105,10.3,0.482,0.004,0.264,11.4,11.9,11.7,8.6,0.7,1.4,12.7,13.5,1.5
1987,MIL,Dudley Bradley,29,68,900,10.3,0.444,0.235,0.272,3.8,8.9,6.3,9.3,5.6,0.5,12.5,12.4,1.7
1987,HOU,Dave Feitl,24,62,498,10.3,0.491,0.005,0.351,8.7,17,12.9,6.3,0.9,0.5,14,22.3,0.5
1987,SEA,Michael Phelps,25,60,469,10.3,0.466,0.057,0.25,3.7,7.9,5.8,18.3,2.1,0.2,14.1,19.1,0.3
1987,DET,Chuck Nevitt,27,41,267,10.3,0.517,0,0.381,14.9,18.4,16.7,1.9,1.2,6.5,22.2,14.3,0.5
1988,NYK,Sidney Green,27,82,2049,10.3,0.48,0.003,0.325,12,24.3,17.9,6.3,1.5,1,18.1,16.2,2.7
1989,SEA,Olden Polynice,24,80,835,10.3,0.535,0.011,0.478,12.7,14.9,13.8,3.2,2.1,2.2,17.4,12.6,1.5
1989,CHI,Charles Davis,30,49,545,10.3,0.459,0.079,0.137,10.3,13.8,12.1,7.9,1,0.6,9.8,17.6,0.5
1989,DAL,Morlon Wiley,22,51,408,10.3,0.459,0.211,0.14,3.6,9.1,6.4,26.3,3.1,0.9,21.9,16.4,0.2
1989,GSW,John Starks,23,36,316,10.3,0.494,0.208,0.416,4.8,8.2,6.5,11,3.3,0.5,20.9,22.4,0
1989,POR,Clinton Wheeler,29,20,211,10.3,0.496,0.022,0.222,6,3.7,4.9,18.8,4.2,0,26.7,12.3,0.2
1990,IND,LaSalle Thompson,28,82,2126,10.3,0.523,0.011,0.285,10.1,23.9,17.3,6.7,1.5,2,22.1,13.9,2.4
1990,DEN,Bill Hanzlik,32,81,1605,10.3,0.525,0.078,0.462,4.1,9.7,6.8,14,2.2,1,15.4,13.7,2.9
1990,SAS,Vernon Maxwell,24,49,1118,10.3,0.489,0.17,0.31,3.6,10.4,7.1,17.7,1.8,0.3,17,15.5,1.4
1990,SAC,Pervis Ellison,22,34,866,10.3,0.475,0.008,0.311,8.4,17.2,12.8,10.6,0.9,3.9,17.9,17.3,0.4
1990,NJN,Chris Dudley,24,27,672,10.3,0.419,0,0.691,12.8,22.7,17.4,4,1.6,2.8,15.4,14,0.3
1991,HOU,Larry Smith,33,81,1923,10.3,0.47,0,0.19,16.8,22.4,19.6,5.8,2.1,0.7,24.6,8.1,4.4
1991,DAL,Brad Davis,35,80,1426,10.3,0.507,0.228,0.316,1,8.4,4.7,22.8,1.6,0.7,15.3,15.6,1.6
1991,NYK,Kenny Walker,26,54,771,10.3,0.506,0.005,0.429,9.6,13.7,11.7,2.3,1.2,2.3,11.7,14.6,1.3
1991,LAL,Larry Drew,32,48,496,10.3,0.516,0.264,0.176,1.2,6.5,4,32.4,1.5,0.1,26.7,16.1,0.5
1992,LAL,Keith Owens,22,20,80,10.3,0.357,0,0.313,11.2,10.1,10.7,5.4,3.2,3.1,5.2,21,0
1993,DAL,Doug Smith,23,61,1524,10.3,0.454,0.006,0.111,6.3,18,11.6,11.1,1.5,2.2,14.1,21.7,-0.9
1993,NJN,Rick Mahorn,34,74,1077,10.3,0.554,0.014,0.514,9.4,18.9,14.1,4.2,0.9,1.8,18.1,12.5,2.3
1993,DAL,Morlon Wiley,26,33,641,10.3,0.528,0.595,0.104,3.1,6.7,4.7,22.5,2.9,0.1,22,14.7,0.3
1993,DEN,Tom Hammonds,25,35,571,10.3,0.513,0.006,0.307,6.1,11.8,8.9,4,1.5,0.8,13.4,16.5,0.7
1993,MIA,Willie Burton,24,26,451,10.3,0.518,0.106,0.901,5.5,12.5,8.9,5.4,1.5,2.4,20.3,23.7,0.1
1993,GSW,Joe Courtney,23,7,70,10.3,0.437,0,0.217,3.2,24,13.6,3.8,2.1,3.6,10.6,16.5,0.1
1994,DET,Tod Murphy,30,7,57,10.3,0.512,0,0.5,7.7,9.9,8.7,7.5,1.8,0,6.4,12,0.1
1995,DAL,Lorenzo Williams,25,82,2383,10.3,0.471,0,0.332,12.5,19.1,15.6,6.9,1.1,4.3,23.2,7.9,3.1
1995,GSW,David Wood,30,78,1336,10.3,0.567,0.279,0.359,6.8,13.2,10,7,1,0.7,12.3,13.6,2.2
1995,MIN,Greg Foster,26,61,845,10.3,0.526,0.099,0.345,9.8,19.8,14.9,4.7,0.8,1.8,16.8,17.4,0.5
1995,MIN,Darrick Martin,23,34,803,10.3,0.485,0.163,0.279,2.2,7.6,4.9,28.2,2.2,0,19.2,18.4,0.1
1995,LAL,Antonio Harvey,24,59,572,10.3,0.457,0.006,0.256,7.5,12.2,9.9,5.8,1.3,5,11.3,16.6,0.4
1995,SAS,Willie Anderson,28,38,556,10.3,0.514,0.117,0.253,3.2,7.8,5.6,13.8,2.4,1.2,17.4,17.3,0.7
1995,MIA,Kevin Pritchard,27,14,158,10.3,0.589,0.172,0.586,0,8.3,4.1,20.5,0.7,0.5,16.1,12.2,0.3
1996,MIN,Darrick Martin,24,35,747,10.3,0.482,0.203,0.32,0.5,6.6,3.5,32.9,1.8,0.2,21,19.8,0.1
1996,SEA,Steve Scheffler,28,35,181,10.3,0.543,0.111,0.422,10.3,11.2,10.8,1.7,1.7,0.9,13,15.1,0.4
1996,WSB,Mark Price,31,7,127,10.3,0.435,0.5,0.167,0.9,5.5,3.2,21.3,2.4,0,13.4,26.2,0
1996,NJN,Rex Walters,25,11,87,10.3,0.463,0.364,0.182,2.5,6.5,4.4,21.6,1.8,0,16.4,21.4,0
1997,PHI,Michael Cage,35,82,1247,10.3,0.475,0,0.291,9.6,18.6,14,4.9,1.9,2.4,9.7,6,2
1997,HOU,Matt Bullard,29,71,1025,10.3,0.535,0.644,0.12,1.5,11.2,6.6,10,1.1,1.3,11.3,15,1.7
1997,ORL,David Vaughn,23,35,298,10.3,0.475,0,0.417,13.4,24.2,18.7,3.8,1.5,3.9,25.4,17.7,0.1
1998,POR,Stacey Augmon,29,71,1445,10.3,0.457,0.019,0.419,8.7,10.2,9.5,9.8,2.1,1.6,15.5,16.3,1.8
1998,LAC,Pooh Richardson,31,69,1252,10.3,0.411,0.171,0.129,1.5,7.2,4.4,28.1,1.8,0.2,13.3,14.4,0.2
1998,DAL,Shawn Respert,25,10,215,10.3,0.471,0.31,0.083,3.5,10.6,7,14.2,1.2,0,14.7,21.7,-0.1
2000,NYK,Andrew Lang,33,19,244,10.3,0.44,0,0.109,8,20.7,14.6,2,1.8,1.9,6.9,14,0.4
2001,CHI,A.J. Guyton,22,33,630,10.3,0.495,0.359,0.094,1.8,5.1,3.4,18.1,0.8,0.6,10.7,16.5,0.3
2001,POR,Erick Barkley,22,8,38,10.3,0.432,0.364,0,0,9.1,4.7,28.8,2.8,0,18.5,33,-0.1
2002,DEN,Calbert Cheaney,30,68,1631,10.3,0.499,0.009,0.144,3.8,13.4,8.4,11.3,1.1,1,12.4,15.5,1.2
2002,GSW,Troy Murphy,21,82,1448,10.3,0.488,0.021,0.369,7.1,17,11.9,7.6,1.3,1,14.6,16.7,1.4
2002,PHO,Dan Majerle,36,65,1180,10.3,0.49,0.813,0.135,2.6,14.4,8.4,10.9,2.1,0.9,10.3,12.9,2.1
2002,DEN,Tariq Abdul-Wahad,27,20,417,10.3,0.424,0.014,0.221,10.2,11.2,10.7,8.7,2.3,1.6,13.1,19.7,0
2003,CLE,Tyrone Hill,34,32,855,10.3,0.468,0,0.228,9,26.3,17.5,6,1.9,1.6,19.3,13.7,0.6
2003,LAL,Stanislav Medvedenko,23,58,620,10.3,0.46,0.008,0.167,11.9,13.7,12.8,4.9,0.9,0.9,11.8,22.5,0.4
2005,MIA,Rasual Butler,25,65,1203,10.3,0.488,0.374,0.117,1.5,12.7,7.3,8.1,0.8,1.8,7.9,18.1,1.7
2005,UTA,Ben Handlogten,31,21,297,10.3,0.525,0.012,0.205,9.3,18,13.6,7.7,1.3,1.4,16.6,16.8,0.3
2006,GSW,Adonal Foyle,30,77,1824,10.3,0.524,0,0.223,8.5,17.6,13,2.8,1.2,5.1,19.5,10,2.8
2006,UTA,Devin Brown,27,81,1711,10.3,0.493,0.224,0.402,5.1,9.6,7.3,10.7,1.4,0.7,13.8,19.5,1.4
2006,SAC,Francisco Garcia,24,67,1301,10.3,0.51,0.422,0.311,3.5,13,8.3,11.2,1.6,2.6,16.9,15.7,1.6
2006,UTA,Kris Humphries,20,62,619,10.3,0.406,0.025,0.32,10.9,20,15.4,8.6,2,2.2,11.8,19.7,0.2
2006,POR,Brian Skinner,29,27,515,10.3,0.496,0,0.319,10.6,19.2,14.8,4.1,1.5,3.4,20.6,12,0.3
2006,CHI,Eddie Basden,22,19,141,10.3,0.471,0.189,0.27,5.7,17,11.4,8.8,3.3,1.1,17.9,16.1,0.2
2007,PHI,Willie Green,25,74,1842,10.3,0.458,0.181,0.128,2.7,7.5,5.1,11.2,1.6,0.2,10.4,25.7,-0.7
